CASE_ID,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_AGE,VICTIM_SEX,severity_1_4
6933034,1,2,28,F,1
6933035,1,1,52,M,1
6933036,1,1,53,M,1
6933037,1,1,74,M,1
6933037,1,2,12,F,1
6933037,2,1,35,F,1
6933038,1,1,36,F,1
6933637,1,1,36,F,1
6933799,1,1,34,M,1
6933803,1,1,19,F,1
6933803,1,1,27,F,1
6933807,1,1,36,F,1
6933807,1,1,46,F,1
6933807,2,2,4,M,1
6933811,1,2,58,F,1
6933819,1,1,53,F,1
6933819,1,2,58,F,1
6933819,2,2,26,F,2
6934003,1,2,26,F,1
6934003,2,1,28,F,1
6934004,1,1,44,F,1
6934007,1,2,3,F,1
6934007,1,2,21,F,1
6934007,2,2,4,M,1
6934008,1,2,26,F,1
6934008,2,2,11,M,1
6934008,3,2,6,F,1
6934011,1,4,43,M,1
6934012,1,2,20,-,1
6934012,1,1,32,F,1
6934015,1,1,21,M,1
6934016,1,4,24,M,2
6934019,1,1,35,F,1
6934019,1,2,20,M,1
6934038,1,1,45,M,1
6934038,1,1,45,F,1
6934043,1,2,21,M,2
6934043,1,2,13,F,1
6934043,2,2,19,F,1
6934047,1,2,46,F,1
6934047,1,1,58,M,1
6934048,1,1,30,M,1
6934048,1,1,34,F,1
6934048,2,2,35,M,1
6934050,1,1,25,F,1
6934073,1,2,16,M,1
6934074,1,2,17,F,1
6934074,1,1,21,M,1
6934074,2,2,15,F,1
6934074,3,2,19,F,1
6934077,1,1,56,F,1
6934077,1,1,60,M,1
6934077,2,2,60,F,1
6934078,1,1,45,F,1
6934134,1,1,33,F,1
6934141,1,1,28,M,2
6934142,1,1,42,F,1
6934145,1,1,21,M,1
6934145,1,1,29,M,3
6934176,1,1,38,M,1
6934179,1,1,19,M,1
6934179,2,2,21,M,2
6934179,3,2,18,M,2
6934179,4,2,18,M,1
6934179,5,2,21,M,1
6934180,1,2,32,F,2
6934180,2,2,2,M,1
6934183,1,1,22,F,2
6934183,2,2,51,M,2
6934184,1,1,31,M,2
6934187,1,1,26,F,1
6934188,1,2,49,M,1
6934188,1,1,49,M,1
6934191,1,1,45,F,1
6934192,1,2,17,M,1
6934192,2,2,20,M,1
6934365,1,1,35,M,1
6934365,1,1,35,F,2
6934365,1,1,65,M,1
6934365,1,1,54,F,1
6934365,2,2,38,M,1
6934365,3,2,3,F,1
6934365,4,2,5,M,1
6934365,5,2,7,M,1
6934647,1,1,48,M,1
6934647,2,2,48,F,1
6934700,1,1,74,M,1
6934700,2,2,70,F,1
6934702,1,2,65,F,1
6934702,2,2,5,M,1
6934745,1,1,20,M,2
6934745,1,1,51,F,1
6934745,1,1,35,F,1
6934749,1,1,22,F,1
6934749,1,2,998,F,1
6934758,1,1,49,M,2
6934761,1,1,46,F,1
6934765,1,1,26,F,1
6934773,1,2,32,F,1
6934773,2,2,14,M,1
6934773,3,2,16,F,1
6934773,4,2,7,M,1
6934773,5,2,8,M,1
6934773,6,2,8,M,2
6934773,7,2,0,F,1
6934803,1,1,17,M,1
6934803,1,1,28,F,1
6934803,2,2,17,M,1
6934807,1,1,23,M,1
6934807,1,1,56,M,2
6934808,1,2,14,F,2
6934808,1,2,7,M,1
6934808,2,2,12,M,2
6934808,2,1,31,F,1
6934808,3,2,33,F,1
6934808,4,1,28,M,1
6934811,1,1,49,F,1
6934811,2,2,15,F,1
6934812,1,3,57,F,2
6934815,1,3,74,M,2
6934816,1,2,49,F,1
6934816,2,2,7,M,1
6934816,3,2,17,F,1
6934819,1,2,12,M,1
6934820,1,1,48,F,1
6934823,1,2,13,M,1
6934823,1,2,33,M,1
6934823,2,1,18,F,2
6934824,1,4,10,M,2
6934828,1,1,18,M,2
6934828,2,2,18,M,2
6934832,1,1,24,M,1
6934832,1,1,42,M,1
6934835,1,1,40,F,1
6934835,2,2,16,F,1
6934836,1,1,24,M,2
6934839,1,1,24,-,1
6934839,2,2,998,-,1
6934840,1,1,42,F,1
6934840,1,2,11,F,1
6934840,2,2,18,F,1
6934840,2,2,35,F,1
6934840,3,2,10,F,1
6934840,3,2,8,M,1
6934840,4,2,35,F,1
6934844,1,1,40,F,2
6934844,1,1,30,M,1
6934847,1,2,8,M,1
6934847,1,1,47,M,1
6934852,1,2,70,M,1
6934852,2,2,39,F,1
6934852,3,2,5,M,1
6934852,4,2,2,F,1
6934856,1,1,24,M,1
6934856,1,2,30,M,1
6934860,1,1,54,M,1
6934860,1,2,41,F,1
6934860,2,2,14,F,1
6934860,2,2,998,M,1
6934860,3,2,16,-,1
6934864,1,4,16,M,2
6934868,1,1,36,M,1
6934868,1,1,30,F,1
6934872,1,4,27,M,2
6934876,1,1,21,M,1
6934876,1,1,22,M,2
6934880,1,1,49,M,2
6934904,1,2,45,F,1
6935129,1,2,72,F,1
6935133,1,1,66,M,2
6935133,2,2,57,F,1
6935137,1,2,30,F,1
6935137,2,2,21,F,1
6935137,3,2,22,M,1
6935141,1,2,28,M,1
6935141,1,1,45,F,1
6935141,2,2,3,F,1
6935141,2,2,49,M,1
6935141,3,2,24,F,1
6935141,3,2,15,M,1
6935141,4,2,27,M,1
6935141,4,2,16,M,1
6935145,1,2,56,M,1
6935149,1,1,23,F,2
6935149,2,2,23,M,2
6935153,1,1,33,F,1
6935157,1,2,63,F,1
6935157,1,2,53,M,1
6935157,2,1,81,M,1
6935157,2,2,19,F,1
6935161,1,1,21,M,2
6935161,1,2,51,F,3
6935161,1,2,26,M,1
6935161,2,2,20,F,1
6935161,2,2,51,M,1
6935161,2,2,26,M,1
6935161,3,2,12,M,1
6935161,4,2,22,M,1
6935165,1,2,15,M,1
6935165,2,2,41,F,1
6935169,1,1,30,F,2
6935169,2,2,5,M,2
6935173,1,1,25,F,1
6935173,2,2,8,M,1
6935173,3,2,5,M,1
6935177,1,1,76,F,1
6935500,1,1,27,M,2
6935570,1,1,67,M,1
6935570,1,1,52,M,1
6935784,1,1,16,M,3
6935784,2,2,18,M,3
6935784,3,2,15,M,3
6935784,4,2,16,M,2
6935784,5,2,16,M,2
6935796,1,1,59,M,1
6935796,1,1,55,F,2
6935809,1,1,20,F,1
6935809,1,1,65,F,1
6935809,2,2,18,F,1
6935819,1,1,24,F,1
6935872,1,1,71,F,1
6935876,1,1,42,M,1
6935888,1,2,25,F,1
6935888,2,1,56,M,1
6935908,1,1,67,M,2
6935912,1,2,7,M,2
6935916,1,2,5,M,1
6935919,1,1,51,F,1
6935919,2,2,49,M,1
6935919,3,2,21,M,1
6935920,1,1,40,M,3
6935920,2,2,35,M,3
6935920,3,2,10,M,1
6935921,1,1,26,F,2
6935921,1,1,32,F,1
6935921,2,2,10,F,2
6935921,2,2,6,F,2
6935921,3,2,6,F,1
6935927,1,1,32,M,1
6935927,1,1,29,F,1
6935931,1,1,65,M,1
6935935,1,2,29,F,1
6935935,1,1,18,F,1
6935939,1,1,59,F,2
6935943,1,2,25,F,1
6935943,1,1,25,F,1
6935943,2,2,14,M,1
6935943,2,2,24,M,1
6935943,3,2,14,F,1
6935944,1,1,72,M,1
6935944,1,1,35,M,2
6935948,1,1,24,F,2
6935948,2,2,26,F,1
6935952,1,1,29,M,2
6936488,1,1,48,M,2
6936527,1,1,62,F,1
6936650,1,1,57,F,1
6936650,1,1,20,M,1
6936650,2,2,26,M,1
6936695,1,1,28,F,1
6936699,1,1,56,F,2
6936699,1,1,49,M,1
6936703,1,1,21,F,3
6936707,1,1,22,F,2
6936711,1,1,37,F,1
6936711,2,2,11,F,1
6936711,3,2,9,F,1
6936711,4,2,14,F,1
6936711,5,2,17,F,1
6936715,1,1,23,M,2
6936716,1,1,62,F,1
6936717,1,1,46,M,2
6936717,1,2,56,F,1
6936717,2,2,38,F,1
6936717,2,2,32,F,1
6936717,3,2,2,F,1
6936719,1,4,15,M,1
6936831,1,2,80,M,1
6936831,1,1,28,M,1
6936876,1,2,21,F,2
6937084,1,1,42,F,1
6937084,2,2,39,M,1
6937084,3,2,13,F,1
6937084,4,2,18,F,1
6937085,1,1,57,F,1
6937085,1,2,55,F,1
6937085,2,2,11,M,1
6937122,1,1,74,M,1
6937128,1,1,27,M,1
6937129,1,1,45,M,1
6937130,1,1,22,M,2
6937131,1,1,49,M,1
6937132,1,2,32,F,1
6937132,1,2,55,M,1
6937132,2,1,41,M,1
6937133,1,2,26,F,1
6937134,1,1,19,F,2
6937134,1,1,36,M,2
6937135,1,1,36,M,1
6937136,1,2,998,F,2
6937136,2,2,2,F,1
6937136,3,2,1,M,1
6937137,1,2,29,F,1
6937138,1,1,82,F,2
6937138,2,2,998,F,1
6937139,1,4,20,M,1
6937140,1,1,53,F,2
6937140,1,1,23,M,1
6937141,1,1,31,M,1
6937141,2,2,30,M,1
6937142,1,1,74,M,3
6937143,1,1,38,F,1
6937196,1,1,38,M,2
6937196,1,5,68,F,2
6937197,1,1,29,F,1
6937197,1,2,58,M,1
6937197,1,2,32,M,1
6937197,2,1,19,F,1
6937349,1,1,23,M,1
6937446,1,1,56,F,1
6937446,1,1,25,M,2
6937446,2,2,18,F,1
6937446,3,2,45,F,1
6937465,1,2,23,F,3
6937465,1,2,55,M,3
6937465,2,1,23,F,2
6937465,2,1,57,M,1
6937470,1,1,22,F,1
6937470,1,1,59,M,1
6937470,2,2,31,M,1
6937470,2,2,19,M,1
6937486,1,1,24,M,1
6937498,1,1,45,F,2
6937502,1,1,36,F,1
6937510,1,1,35,F,1
6937510,2,2,25,M,1
6937774,1,4,16,M,2
6937953,1,2,33,M,1
6937953,1,1,54,F,1
6937953,2,2,25,F,1
6937957,1,1,33,F,1
6938141,1,1,65,M,1
6938142,1,1,29,M,1
6938145,1,1,23,M,1
6938148,1,1,44,M,1
6938148,1,1,27,M,1
6938155,1,1,62,F,2
6938538,1,1,26,F,1
6938577,1,1,25,F,1
6938641,1,1,19,F,1
6938641,1,1,54,M,1
6938642,1,1,30,F,1
6938642,1,1,21,F,1
6938643,1,4,36,F,3
6938644,1,1,28,F,2
6938663,1,1,24,F,1
6938664,1,4,33,M,1
6939018,1,1,40,M,1
6939021,1,1,26,M,1
6939022,1,1,23,F,1
6939022,1,2,34,M,1
6939079,1,1,57,F,1
6939079,1,2,7,M,1
6939079,2,2,46,F,1
6939079,3,2,15,M,1
6939079,4,2,17,M,1
6939079,5,2,5,M,1
6939080,1,1,38,F,1
6939446,1,1,79,M,1
6939449,1,1,58,F,1
6939459,1,1,56,M,2
6939465,1,1,52,M,1
6939466,1,1,34,M,2
6939466,1,2,6,F,1
6939466,2,2,3,M,1
6939469,1,1,41,F,1
6939469,2,2,9,F,1
6939470,1,1,71,F,1
6939470,1,2,13,F,2
6939470,2,1,29,F,2
6939473,1,1,19,F,2
6939473,1,1,44,M,1
6939478,1,1,36,M,3
6939479,1,2,23,F,1
6939479,1,1,24,F,1
6939479,2,2,3,F,2
6939479,3,2,0,F,2
6939479,4,1,22,M,1
6939480,1,1,35,F,1
6939480,2,2,16,-,2
6939481,1,5,18,M,1
6939482,1,1,19,M,1
6939485,1,2,18,M,1
6939485,1,1,74,F,1
6939486,1,1,61,M,2
6939489,1,1,19,M,2
6939490,1,3,29,M,2
6939523,1,1,20,M,1
6939540,1,1,15,M,2
6939540,1,1,52,F,1
6939552,1,1,31,F,1
6939552,1,1,47,F,1
6939555,1,1,59,M,1
6939556,1,2,21,F,1
6939556,1,1,18,-,1
6939556,2,2,998,-,1
6939559,1,3,13,F,2
6939559,1,2,14,F,1
6939559,2,2,10,M,1
6939559,3,2,8,M,1
6939560,1,1,20,M,2
6939561,1,1,24,M,2
6939562,1,1,41,F,1
6939562,1,2,10,M,1
6939562,2,2,3,M,1
6939563,1,3,13,F,1
6939564,1,1,56,M,1
6939565,1,1,36,M,1
6939565,1,1,34,M,2
6939566,1,1,51,M,1
6939566,1,2,51,F,1
6939567,1,2,35,F,1
6939567,2,2,3,F,1
6939567,3,2,12,F,1
6939567,4,1,53,F,1
6939569,1,1,21,M,1
6939570,1,1,47,F,1
6939570,2,2,17,F,1
6939570,3,2,12,M,1
6939574,1,1,16,-,2
6939577,1,1,71,M,2
6939577,1,1,54,M,1
6939578,1,1,48,M,1
6939581,1,2,17,F,2
6939581,1,1,66,F,1
6939581,2,1,19,M,1
6939582,1,1,20,F,1
6939582,1,1,41,F,1
6939589,1,2,13,M,1
6939589,1,1,24,F,1
6939589,2,2,9,M,1
6939589,3,2,14,F,1
6939590,1,1,23,F,1
6939590,1,1,42,F,1
6939590,2,2,4,F,1
6939593,1,1,28,M,1
6939594,1,1,33,F,1
6939594,1,1,32,M,1
6939594,2,2,998,M,1
6939597,1,1,21,F,2
6939598,1,2,71,F,1
6939598,1,1,58,M,1
6939598,2,2,18,M,1
6939863,1,1,22,M,2
6939863,1,1,25,M,2
6939863,2,2,29,M,1
6939983,1,1,21,M,2
6939983,1,2,21,M,1
6939992,1,4,54,M,3
6940231,1,2,22,F,1
6940404,1,2,50,M,1
6940404,2,2,17,F,1
6940404,3,1,38,F,1
6940407,1,1,74,M,2
6940408,1,1,30,M,2
6940411,1,1,22,M,1
6940411,1,2,52,F,1
6940412,1,1,27,M,2
6940415,1,2,17,F,1
6940415,1,1,22,M,1
6940415,2,2,25,-,1
6940415,2,2,37,M,1
6940416,1,1,59,M,2
6940419,1,1,19,M,1
6940420,1,2,25,M,1
6940420,2,1,21,M,1
6940423,1,1,63,M,1
6940423,2,2,60,F,1
6940424,1,1,19,M,1
6940427,1,1,20,F,2
6940427,2,2,20,M,2
6940528,1,1,28,M,1
6940528,2,2,24,F,1
6940528,3,2,4,F,1
6940528,4,2,2,F,1
6940528,5,2,0,F,1
6940531,1,2,74,F,1
6940532,1,1,39,F,1
6940535,1,1,25,M,2
6940536,1,2,23,F,2
6940536,2,1,26,M,1
6940539,1,1,25,M,2
6940540,1,2,32,M,1
6940540,1,2,0,M,1
6940540,2,2,26,M,1
6940540,2,2,9,F,1
6940543,1,2,19,F,1
6940543,1,1,37,M,1
6940543,2,2,11,F,1
6940544,1,1,36,F,1
6940547,1,1,17,F,1
6940547,2,2,16,F,1
6940548,1,1,51,M,1
6940551,1,1,53,F,2
6940551,2,2,75,M,1
6940552,1,1,33,M,2
6940552,2,2,7,M,1
6940555,1,3,38,F,1
6940555,1,2,26,F,1
6940555,2,2,1,M,1
6940556,1,1,21,F,1
6940556,1,1,37,M,1
6940559,1,2,25,M,3
6940560,1,1,21,F,1
6940676,1,1,36,F,1
6940676,2,2,998,-,1
6940679,1,2,45,F,1
6940679,1,2,47,M,1
6940680,1,1,21,F,1
6940680,1,1,24,M,1
6940680,2,2,25,F,1
6940680,2,2,22,F,1
6940680,3,2,22,F,1
6940683,1,1,77,F,3
6940684,1,2,20,M,1
6940684,1,1,49,F,2
6940687,1,1,74,F,2
6940688,1,1,18,M,1
6940691,1,1,37,M,1
6940692,1,1,37,M,1
6940695,1,1,20,M,2
6940696,1,2,28,M,1
6940696,1,2,22,F,1
6940696,2,2,46,F,1
6940696,3,2,19,M,1
6940696,4,2,2,M,1
6940699,1,2,21,F,1
6940699,1,2,38,M,1
6940699,2,2,22,F,1
6940699,2,1,45,M,1
6940700,1,1,25,M,2
6940703,1,2,18,M,2
6940704,1,1,20,F,1
6940704,1,2,34,F,2
6940704,2,1,31,M,2
6940707,1,1,46,M,1
6940708,1,3,48,F,1
6940711,1,2,34,M,1
6940711,2,2,27,F,1
6940712,1,1,21,F,1
6940715,1,1,30,M,2
6940719,1,1,30,F,1
6940719,1,2,18,F,1
6940719,2,2,8,F,1
6940719,3,2,11,M,1
6940782,1,2,26,F,1
6940782,1,2,36,F,1
6940782,2,2,4,M,1
6940782,2,2,15,F,1
6940782,3,2,10,F,1
6940782,4,2,1,F,1
6940817,1,1,17,M,2
6940817,2,2,17,M,2
6940817,3,2,18,M,2
6940817,4,2,18,M,2
6940828,1,2,17,M,1
6940828,1,2,18,M,1
6940828,2,2,17,F,1
6940828,3,2,19,F,1
6940828,4,2,21,F,1
6940828,5,1,29,M,1
6940829,1,1,63,F,1
6940830,1,1,46,M,2
6940886,1,2,24,F,1
6940886,2,2,45,F,1
6940890,1,2,42,M,1
6940894,1,2,34,F,1
6940894,1,2,70,F,1
6940894,2,2,4,M,1
6940894,3,2,0,F,1
6940925,1,1,39,F,2
6940925,1,2,10,F,1
6940925,2,2,18,F,1
6940925,3,2,18,M,2
6940925,4,2,0,F,1
6940929,1,2,24,F,1
6941962,1,1,35,-,2
6941966,1,1,23,F,1
6941966,2,2,3,M,1
6941966,3,2,0,F,1
6941970,1,1,49,F,2
6941970,1,1,44,F,1
6942276,1,1,76,M,1
6942290,1,1,25,M,1
6942294,1,1,57,F,1
6943939,1,3,17,M,1
6943940,1,1,19,M,2
6943944,1,1,39,F,1
6943950,1,4,52,M,3
6943952,1,1,18,F,2
6943956,1,1,22,F,1
6943956,1,1,20,F,1
6943958,1,1,22,F,1
6943958,2,2,25,F,1
6943958,3,2,3,F,1
6943962,1,1,54,M,1
6943966,1,1,23,F,1
6943970,1,1,37,F,2
6943970,2,2,8,F,2
6943974,1,1,29,M,1
6943978,1,1,58,M,2
6943978,1,1,24,M,1
6943982,1,1,20,F,1
6943986,1,1,21,M,2
6943986,1,1,55,F,1
6943998,1,1,37,F,1
6944903,1,2,2,F,1
6944903,2,1,33,M,1
6944907,1,2,26,F,3
6944907,2,1,26,M,2
6945485,1,1,38,M,1
6945514,1,1,17,F,2
6945514,1,1,79,M,1
6945514,2,2,15,F,1
6945514,2,2,47,F,1
6945615,1,1,50,M,3
6945615,1,2,7,F,2
6945615,2,2,4,F,1
6945619,1,1,46,F,1
6945813,1,1,16,M,1
6945837,1,1,21,F,1
6945837,1,1,21,F,2
6945837,2,2,0,M,1
6946001,1,1,48,F,1
6946009,1,1,36,F,3
6946013,1,1,26,M,2
6946013,2,2,24,F,1
6946013,3,2,3,F,1
6946013,4,2,1,F,1
6946017,1,2,23,M,1
6946017,2,2,998,F,1
6946021,1,1,57,F,1
6946038,1,1,44,M,1
6946304,1,2,79,F,1
6946464,1,2,33,F,1
6946464,2,2,1,F,1
6946464,3,2,3,-,1
6946662,1,1,77,M,1
6946662,1,2,36,F,1
6946662,2,2,2,F,1
6946664,1,1,24,M,2
6946664,1,2,65,F,3
6946664,2,1,67,M,3
6947122,1,2,69,M,1
6947122,1,3,35,M,2
6947122,2,2,8,F,1
6947126,1,1,26,M,2
6947130,1,1,41,M,1
6947194,1,1,18,M,3
6947198,1,2,68,M,1
6947198,2,2,72,F,1
6947440,1,1,26,F,2
6947440,2,2,2,M,3
6947539,1,2,25,F,1
6947540,1,1,46,F,1
6947541,1,4,35,F,1
6947542,1,1,17,F,1
6947542,1,1,60,M,1
6947542,2,2,35,F,1
6947542,3,2,8,M,1
6947543,1,1,19,M,1
6947543,1,1,17,F,1
6947994,1,1,23,F,1
6948120,1,1,42,M,1
6948132,1,1,58,M,2
6948132,1,1,34,M,1
6948132,1,2,17,M,1
6948132,2,2,2,F,1
6948231,1,1,56,F,1
6948483,1,1,55,M,1
6948483,2,2,1,M,1
6948487,1,1,22,M,1
6948491,1,2,55,F,1
6948495,1,2,41,M,1
6948495,1,2,44,F,1
6948495,2,2,10,M,1
6948495,3,2,9,M,1
6948499,1,2,15,F,2
6948499,2,2,15,F,2
6948499,3,2,998,M,1
6948504,1,1,42,F,2
6948504,1,2,1,F,1
6948508,1,1,38,F,1
6948508,2,2,10,M,1
6948512,1,1,17,M,1
6948512,1,1,35,-,1
6948516,1,1,29,F,1
6948520,1,2,18,M,1
6948520,2,2,18,M,1
6948520,3,2,18,M,1
6948597,1,2,39,F,1
6948597,1,1,20,M,2
6948597,2,2,5,F,1
6948601,1,1,37,M,2
6948601,1,1,23,F,2
6948601,2,2,23,M,1
6948818,1,1,21,F,2
6949362,1,1,45,F,1
6949389,1,1,23,M,2
6949389,1,2,43,F,1
6949389,2,2,21,M,1
6949396,1,1,57,F,1
6949442,1,1,57,M,1
6949446,1,1,40,F,1
6949450,1,2,23,F,3
6949450,2,1,26,M,3
6949467,1,2,15,M,2
6949467,2,2,14,F,3
6949473,1,1,24,F,1
6949477,1,1,32,F,1
6949477,2,2,10,M,1
6949477,3,2,6,M,1
6949477,4,2,9,F,1
6949478,1,2,12,M,1
6949481,1,2,31,F,1
6949481,2,1,33,F,1
6949485,1,1,47,M,1
6949489,1,2,49,F,1
6949493,1,2,32,F,1
6949493,2,2,5,M,1
6949493,3,2,7,F,1
6949493,4,2,12,M,1
6949493,5,2,8,M,1
6949493,6,1,34,M,1
6949497,1,1,27,F,1
6949501,1,2,26,F,1
6949502,1,1,30,F,1
6949502,2,2,21,F,1
6949505,1,2,65,F,1
6949505,1,2,59,F,1
6949505,1,2,41,F,1
6949505,2,2,54,F,1
6949505,2,2,64,F,1
6949505,2,2,6,F,1
6949505,3,2,83,F,1
6949505,3,2,68,F,1
6949505,4,2,61,F,1
6949509,1,1,44,M,2
6949513,1,1,49,M,1
6949513,1,1,47,M,1
6949513,2,2,48,F,1
6949513,3,2,3,F,1
6949517,1,1,38,F,2
6949517,1,1,33,M,1
6949710,1,2,35,F,1
6949710,1,2,12,M,1
6949710,2,2,17,F,1
6949710,2,2,2,M,1
6949764,1,1,20,F,1
6949775,1,1,29,F,1
6949814,1,2,21,F,1
6949814,1,2,33,M,1
6949814,2,2,9,F,1
6949814,3,2,6,F,1
6949826,1,2,24,M,1
6949826,2,2,19,M,2
6949990,1,1,49,M,1
6950027,1,1,50,F,1
6950035,1,2,71,F,1
6950035,2,2,7,M,1
6950047,1,2,74,F,1
6950123,1,4,23,M,2
6950188,1,4,49,M,1
6950188,1,2,25,F,1
6950448,1,1,32,M,2
6950452,1,1,21,M,2
6950474,1,1,40,M,1
6950474,2,2,15,F,1
6950474,3,2,21,F,1
6950474,4,2,17,F,1
6950474,5,2,4,F,1
6950483,1,1,22,F,1
6950693,1,2,17,F,1
6950693,1,1,30,F,2
6950693,2,2,56,F,1
6950701,1,1,24,F,1
6950701,1,2,53,F,1
6950701,2,2,2,M,1
6950701,3,2,5,F,1
6950705,1,2,46,F,1
6950705,1,1,17,F,3
6950705,2,2,16,F,2
6950709,1,1,22,M,2
6950709,2,2,21,F,1
6950763,1,1,37,M,2
6950763,1,1,42,F,1
6950767,1,1,36,F,1
6950767,1,1,44,F,1
6950767,2,2,26,M,1
6951155,1,2,71,F,1
6951155,2,1,77,M,2
6951312,1,2,7,F,1
6951312,1,2,33,M,1
6951312,2,2,5,F,1
6951312,2,2,9,F,1
6951312,3,1,59,F,1
6951316,1,1,60,F,1
6951320,1,1,26,F,1
6951320,2,2,1,F,1
6951324,1,1,30,M,2
6951523,1,1,53,M,1
6951527,1,2,16,F,1
6951527,1,2,13,F,1
6951527,2,2,16,F,1
6951527,2,2,3,F,1
6951527,3,2,16,F,1
6951535,1,2,46,M,1
6951535,1,1,25,M,1
6951535,2,1,36,M,1
6951535,2,2,26,M,1
6951539,1,1,75,M,1
6951539,1,1,71,M,1
6951539,2,2,70,F,1
6951543,1,2,15,M,1
6951543,1,2,25,F,1
6951543,2,2,19,F,1
6951547,1,1,20,M,1
6951551,1,1,66,M,1
6951551,1,2,28,M,2
6951555,1,3,26,M,1
6951595,1,1,25,M,1
6951599,1,2,6,M,2
6951669,1,1,23,M,2
6951673,1,1,22,-,1
6951673,1,1,52,M,1
6951687,1,1,26,F,1
6951691,1,1,58,M,1
6951726,1,1,70,M,1
6951730,1,2,30,M,1
6951730,1,1,46,F,1
6951730,2,2,3,M,1
6951730,3,2,1,M,1
6951734,1,1,45,F,1
6951734,1,1,25,F,1
6951754,1,1,21,F,1
6951758,1,1,62,M,1
6951822,1,1,48,M,2
6951822,1,1,62,F,1
6951826,1,1,22,M,1
6951826,1,1,54,M,2
6952186,1,1,21,M,2
6952190,1,1,51,F,1
6952191,1,1,51,M,1
6952191,2,2,73,F,2
6952191,3,2,43,-,1
6952192,1,1,30,F,1
6952194,1,2,22,F,1
6952194,1,1,39,F,1
6952194,2,2,0,F,1
6952194,3,2,7,M,1
6952196,1,1,27,F,1
6952196,2,2,58,F,1
6952196,3,2,6,F,1
6952196,4,2,9,F,1
6952196,5,2,11,F,1
6952224,1,1,23,M,2
6952224,2,2,23,F,2
6952235,1,2,12,M,1
6952235,2,2,20,F,1
6952235,3,2,50,F,1
6952235,4,2,20,M,1
6952324,1,1,29,M,2
6952349,1,1,64,M,2
6952353,1,1,34,M,1
6952353,2,2,29,M,3
6952353,3,2,27,M,3
6952353,4,2,21,M,1
6952353,5,2,29,M,3
6952402,1,1,27,F,1
6952402,1,2,32,F,1
6952406,1,1,34,M,2
6952410,1,1,17,M,1
6952410,1,1,22,F,1
6952410,2,2,18,F,1
6952410,2,2,21,M,1
6952442,1,1,23,M,2
6952446,1,1,59,M,3
6952450,1,1,50,M,2
6952450,2,2,11,F,1
6952454,1,1,70,M,1
6952454,2,2,67,F,1
6952458,1,1,50,M,2
6952458,2,2,19,F,3
6952462,1,1,19,F,1
6952462,1,1,66,F,1
6952462,2,2,22,F,1
6952462,3,2,53,F,3
6952466,1,1,61,F,1
6952478,1,1,45,M,1
6952737,1,1,25,M,2
6952737,2,2,20,F,1
6953066,1,2,35,M,1
6953066,2,2,34,F,1
6953066,3,2,60,M,1
6953067,1,1,76,F,1
6953110,1,1,66,M,1
6953110,2,2,65,F,1
6953111,1,2,46,F,1
6953112,1,1,16,F,1
6953113,1,1,18,M,1
6953113,1,2,68,F,1
6953113,2,2,20,M,1
6953113,2,2,19,-,1
6953113,3,2,28,M,1
6953113,3,2,19,F,1
6953114,1,1,23,M,1
6953115,1,2,54,F,2
6953115,2,2,23,F,3
6953116,1,1,33,F,1
6953116,2,2,4,M,2
6953117,1,1,25,M,2
6953242,1,1,42,M,1
6953368,1,1,24,M,1
6953368,1,1,25,M,2
6953369,1,1,39,F,1
6953369,1,2,22,M,1
6953369,2,2,3,F,1
6953369,2,2,50,F,1
6953369,3,2,2,F,1
6953369,4,2,4,M,1
6953370,1,1,60,F,1
6953371,1,1,37,F,1
6953372,1,1,65,F,1
6953373,1,4,44,F,2
6953374,1,1,27,M,2
6953374,1,2,3,M,1
6953374,2,1,25,F,2
6953610,1,2,16,M,1
6953610,1,1,51,F,1
6953614,1,4,66,M,1
6953622,1,1,66,F,2
6953622,1,1,58,M,2
6953634,1,1,52,F,1
6953634,1,2,43,F,1
6953634,2,2,76,F,1
6953634,2,2,2,F,1
6953634,3,2,0,M,1
6953634,4,2,12,F,1
6953638,1,1,27,F,1
6953642,1,3,28,M,1
6953642,1,2,29,M,1
6953646,1,1,24,M,1
6953646,1,1,30,F,1
6953646,2,2,27,F,1
6953646,3,2,0,F,1
6953650,1,1,52,F,1
6953650,2,2,6,F,1
6953650,3,2,8,F,1
6953654,1,1,26,F,1
6953658,1,1,16,M,2
6953662,1,2,16,F,1
6953662,1,2,36,F,1
6953662,2,2,12,F,1
6953666,1,2,34,M,1
6953666,2,2,1,M,1
6953666,3,1,34,F,1
6953670,1,1,58,M,1
6953674,1,1,46,M,2
6953678,1,2,8,M,1
6953678,1,1,24,M,1
6953678,2,2,4,M,1
6953678,3,2,6,F,1
6953953,1,2,15,M,1
6953953,2,2,16,M,1
6953953,3,2,16,M,1
6953953,4,2,16,M,2
6954174,1,1,25,-,1
6954174,1,1,25,F,2
6954231,1,1,74,F,1
6954235,1,1,58,F,1
6954355,1,2,33,F,1
6954355,1,2,33,F,1
6954355,2,2,7,M,1
6954355,3,2,2,F,1
6954428,1,1,80,F,1
6954432,1,1,22,M,2
6954432,1,2,27,F,1
6954432,2,2,22,M,1
6954436,1,1,64,F,1
6954851,1,4,14,M,1
6954898,1,2,74,M,1
6954898,1,1,28,M,1
6955082,1,1,26,M,2
6955086,1,1,53,M,2
6955090,1,1,18,M,2
